/m/06rny;/american_football/football_team/current_roster./american_football/football_roster_position/position;/m/023wyl;/m/06rny;/sports/sports_team/roster./sports/sports_team_roster/position;/m/01r3hr;;;;;;;;;;3.6041594;3.2659461;1;1
/m/02q1tc5;/award/award_category/winners./award/award_honor/award_winner;/m/026dg51;/m/02q1tc5;/award/award_category/nominees./award/award_nomination/award_nominee;/m/05qsxy;/m/02q1tc5;/award/award_category/nominees./award/award_nomination/award_nominee;/m/0265v21;/m/025vw4t;/award/award_nominee/award_nominations./award/award_nomination/award;/m/02q1tc5;/m/02_1rq;/award/award_winning_work/awards_won./award/award_honor/award;/m/02q1tc5;3.6493516;3.7961972;1;1
/m/02wkmx;/award/award_category/winners./award/award_honor/award_winner;/m/049l7;/m/049l7;/award/award_nominee/award_nominations./award/award_nomination/award;/m/02wkmx;/m/049l7;/award/award_winner/awards_won./award/award_honor/award;/m/02wkmx;;;;;;;4.966344;5.574133;1;5
/m/011ycb;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/04dn09n;/m/04sry;/film/actor/film./film/performance/film;/m/011ycb;/m/09d28z;/award/award_category/winners./award/award_honor/honored_for;/m/011ycb;/m/0gs9p;/award/award_category/nominees./award/award_nomination/nominated_for;/m/011ycb;/m/011ycb;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0d0vqn;4.728533;4.7654505;1;1
/m/04ddm4;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/05b1610;/m/06d6y;/award/award_nominee/award_nominations./award/award_nomination/nominated_for;/m/04ddm4;/m/04ddm4;/film/film/genre;/m/02n4kr;/m/04ddm4;/media_common/netflix_title/netflix_genres;/m/01jfsb;/m/02kdv5l;/film/film_genre/films_in_this_genre;/m/04ddm4;5.998086;6.1222773;1;1
/m/03np63f;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/02y_rq5;/m/03np63f;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0chghy;;;;;;;;;;6.5439577;6.66459;1;9
/m/072192;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/0k611;/m/012vct;/film/producer/film;/m/072192;/m/072192;/film/film/genre;/m/0lsxr;/m/060__y;/film/film_genre/films_in_this_genre;/m/072192;/m/0gr4k;/award/award_category/winners./award/award_honor/honored_for;/m/072192;4.7252483;5.0223856;1;1
/m/011yl_;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/099c8n;/m/011yl_;/film/film/other_crew./film/film_crew_gig/crewmember;/m/094wz7q;/m/02qyntr;/award/award_category/nominees./award/award_nomination/nominated_for;/m/011yl_;/m/02pqp12;/award/award_category/nominees./award/award_nomination/nominated_for;/m/011yl_;/m/011yl_;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/027dtxw;4.832713;4.792719;1;2
/m/0m313;/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee;/m/0m31m;/m/0m31m;/film/actor/film./film/performance/film;/m/0m313;/m/0m313;/award/award_winning_work/awards_won./award/award_honor/award_winner;/m/0m31m;/m/0m313;/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee;/m/0bq2g;;;;4.2430344;4.2327256;1;2
/m/06yykb;/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee;/m/01vvb4m;/m/01vvb4m;/film/actor/film./film/performance/film;/m/06yykb;/m/06m6p7;/film/actor/film./film/performance/film;/m/06yykb;;;;;;;5.5594177;4.976426;1;1
/m/07bx6;/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee;/m/0284n42;/m/07bx6;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/0dxtw;;;;;;;;;;5.103866;5.230462;1;2
/m/04qp06;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0b6k___;/m/04qp06;/people/person/profession;/m/02jknp;;;;;;;;;;5.321658;5.4524374;1;1
/m/027r8p;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0ck27z;/m/0210hf;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/027r8p;;;;;;;;;;6.062486;6.112668;1;1
/m/0lpjn;/award/award_nominee/award_nominations./award/award_nomination/award;/m/09td7p;/m/0lpjn;/award/award_winner/awards_won./award/award_honor/award;/m/09td7p;/m/0h3xztt;/film/film/starring./film/performance/actor;/m/0lpjn;/m/0lpjn;/award/award_winner/awards_won./award/award_honor/award_winner;/m/05dbf;;;;4.319978;4.507091;1;2
/m/04ls53;/award/award_nominee/award_nominations./award/award_nomination/award;/m/054krc;/m/04ls53;/award/award_winner/awards_won./award/award_honor/award;/m/054krc;/m/05pd94v;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/04ls53;/m/0fhpv4;/award/award_category/winners./award/award_honor/award_winner;/m/04ls53;;;;5.081643;5.1453295;1;1
/m/0721cy;/award/award_nominee/award_nominations./award/award_nomination/nominated_for;/m/01s81;/m/0721cy;/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program;/m/01s81;/m/0721cy;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/06j0md;/m/06j0md;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/0721cy;/m/02hrh1q;/people/profession/people_with_this_profession;/m/0721cy;5.431574;5.41786;1;1
/m/02qfhb;/award/award_nominee/award_nominations./award/award_nomination/nominated_for;/m/0gkz3nz;/m/02qfhb;/film/actor/film./film/performance/film;/m/0gkz3nz;/m/02qfhb;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/02f2dn;/m/02qfhb;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/01515w;/m/02qfhb;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/0p_pd;5.0343738;5.5288815;1;1
/m/022_lg;/award/award_winner/awards_won./award/award_honor/award;/m/0gs9p;/m/035yn8;/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee;/m/022_lg;/m/0bzknt;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/022_lg;/m/022_lg;/people/person/spouse_s./people/marriage/type_of_union;/m/04ztj;;;;5.1502876;5.3992767;1;1
/m/01q415;/award/award_winner/awards_won./award/award_honor/award;/m/0gr4k;/m/01q415;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0gr4k;/m/0jym0;/film/film/story_by;/m/01q415;/m/01q415;/film/writer/film;/m/015gm8;/m/01q415;/film/film_story_contributor/film_story_credits;/m/0sxfd;5.085732;5.1847925;1;2
/m/04rcl7;/award/award_winner/awards_won./award/award_honor/award;/m/02x1z2s;/m/0fqpc7d;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/04rcl7;/m/04rcl7;/award/award_winner/awards_won./award/award_honor/honored_for;/m/04hwbq;/m/0cc97st;/film/film/production_companies;/m/04rcl7;/m/09b3v;/organization/organization/child./organization/organization_relationship/child;/m/04rcl7;5.1586423;5.211347;1;1
/m/046m59;/award/award_winner/awards_won./award/award_honor/award;/m/0bdwft;/m/0bdwft;/award/award_category/winners./award/award_honor/award_winner;/m/046m59;/m/046m59;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/0bgrsl;/m/017149;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/046m59;/m/046m59;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/02x7vq;5.5282288;5.8756003;1;4
/m/03cws8h;/award/award_winner/awards_won./award/award_honor/ceremony;/m/0gvstc3;/m/02wk_43;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/03cws8h;/m/03cws8h;/award/award_winner/awards_won./award/award_honor/honored_for;/m/05zr0xl;/m/03cws8h;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/02wk_43;/m/03cws8h;/tv/tv_producer/programs_produced./tv/tv_producer_term/program;/m/05zr0xl;5.4957447;6.0578113;1;2
/m/0jfx1;/award/award_winner/awards_won./award/award_honor/honored_for;/m/01vksx;/m/0jfx1;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/01l2fn;/m/0jfx1;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0f4x7;;;;;;;4.401366;4.6622653;1;2
/m/01p3ty;/award/award_winning_work/awards_won./award/award_honor/award;/m/0b6jkkg;/m/01p3ty;/award/award_winning_work/awards_won./award/award_honor/award_winner;/m/099ks0;/m/01p3ty;/film/film/distributors./film/film_film_distributor_relationship/distributor;/m/099ks0;/m/01p3ty;/film/film/starring./film/performance/actor;/m/0241wg;/m/01zh29;/award/award_winner/awards_won./award/award_honor/honored_for;/m/01p3ty;5.850465;5.652561;1;1
/m/0kfv9;/award/award_winning_work/awards_won./award/award_honor/award_winner;/m/0521rl1;/m/0521rl1;/award/award_winner/awards_won./award/award_honor/honored_for;/m/0kfv9;/m/0kfv9;/award/award_winning_work/awards_won./award/award_honor/award_winner;/m/021_rm;/m/01l1sq;/award/award_winner/awards_won./award/award_honor/honored_for;/m/0kfv9;/m/0kfv9;/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee;/m/02lfcm;4.731134;5.024051;1;3
/m/0kfv9;/award/award_winning_work/awards_won./award/award_honor/award_winner;/m/01z7_f;/m/0kfv9;/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor;/m/01z7_f;/m/01z7_f;/tv/tv_actor/starring_roles./tv/regular_tv_appearance/series;/m/0kfv9;/m/0kfv9;/award/award_winning_work/awards_won./award/award_honor/award_winner;/m/021_rm;/m/02lfl4;/award/award_nominee/award_nominations./award/award_nomination/nominated_for;/m/0kfv9;4.63973;4.6035843;1;1
/m/011ywj;/award/award_winning_work/awards_won./award/award_honor/ceremony;/m/02yvhx;/m/02yvhx;/award/award_ceremony/awards_presented./award/award_honor/honored_for;/m/011ywj;/m/0gr51;/award/award_category/winners./award/award_honor/honored_for;/m/011ywj;/m/011ywj;/award/award_winning_work/awards_won./award/award_honor/award;/m/0gr51;/m/011ywj;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/0gs96;5.150386;6.0222445;1;11
